924	6995,43748,45881,15416,11860,2409,439
8941	8944,8943,8940
8942	8939,8940,8944,8943
9019	9022,9023,317
9020	9021,9022,9017,9016,9023,317
9021	9020,9022,9017,9016,9023,317
9022	9020,9021,9019,9023,317,9017,9016
9990	34642,37941,34485,13478,34299,13877,13134
9992	9987,9989,35667,9991
9993	9991,34642,34485,37941,34299,13478,13877,13134
